Identifier,Recipient Org:Name,Title,Recipient Org:Postal Code,Type,Description,Amount Awarded,Currency,Financial Year,Award Date,Beneficiary Location:Name,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
360G-ACW-20100272,Earthfall Dance Ltd.,Grant to Earthfall Dance Ltd. (2010 ~ 2011),CF5 1QE,Organisations: Large,The Factory is Earthfall's new touring production for 2010/11. This application is for touring and participation support for the Welsh tour and for the short London season comprising 11 performances and 20 workshops in all.,34924,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100494,Eisteddfod Genedlaethol Cymru,Grant to Eisteddfod Genedlaethol Cymru (2010 ~ 2011),CF14 5DU,Organisations: Large,"Funding in support of three key elements - a curated exhibition and celebration of the works of photojournalist Geoff Charles (1909 -2002) Cecil, a catalogue to accompany  'Lle Celf' open visual and applied arts exhibition and an interpretation programme supported by 'live guides'.",10000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100750,Elysium Gallery,Grant to Elysium Gallery (2010 ~ 2011),SA1 5BH,Organisations: Small,"Support for six specific exhibitions in the annual Elysium Gallery including two solo shows for emerging artists; two Welsh Graduate showcases; a series of profile raising, city centre performances; Bus Stop Cinema to coincide with the film festival. The project will also develop Elysium Gallery's training & mentoring, marketing and business support packages for artists.",4997,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100553,engage (National Association for Gallery Education),Grant to engage (National Association for Gallery Education) (2010 ~ 2011),SA70 7TS,Individuals: Training,"To deliver CPD training events across Wales, in partnership with galleries and local authorities, exploring ways in which artists and galleries can contribute to people's health and well-being with particular emphasis on the over 50's.",16875,GBP,2010 ~ 2011,2011-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100180,engage (National Association for Gallery Education),Grant to engage (National Association for Gallery Education) (2010 ~ 2011),SA70 7TS,Organisations: Large,"To make links between Engage Cymru's Reach the
Heights projects and older people research, focusing on intergenerational learning, delivering CPD events and a research project to galleries and educators in Wales.	
",16875,GBP,2010 ~ 2011,2011-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100605,Ensemble Cymru,Grant to Ensemble Cymru (2010 ~ 2011),LL57 2DG,Organisations: Large,"Regional
Ensemble Cymru wish to develop their residency at Venue Cymru along with delivering their touring programme to rural circuit in North Wales between April 2011 and March 2012.  Ensemble aims to raise the profile of chamber music in North Wales in conjunction with their 10th Anniversary.
",30000,GBP,2010 ~ 2011,2011-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100605,Ensemble Cymru,Grant to Ensemble Cymru (2010 ~ 2011),LL57 2DG,Organisations: Large,"National
Ensemble Cymru wish to celebrate their 10th Anniversary, the 60th birthday of Gareth Glyn, a highly regarded Welsh composer in conjunction with the timing of the Olympic Games activity in 2012.  They aim to commission Gareth Glyn to compose a piece drawing on three themes - Wales, athletics and music.  This new work will be toured to four venues across Wales in March – April 2012.  This will be their first tour of chamber music throughout Wales. 


",46000,GBP,2010 ~ 2011,2011-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100065,F.A.B. Theatre,Grant to F.A.B. Theatre (2010 ~ 2011),CF11 6ED,Organisations: Large,"This will be F.A.B Theatre's second production, following the success of 'Blink.' The company are hoping to tour Welsh playwright Gary Owen's piece 'The Drowned World' to venues across Wales, including Clwyd Theatre Cymru and Chapter Arts Centre. Following an extensive consultation period where the company and Gary explored possible pieces for production, it was mutually agreed that 'The Drowned World' was the most exciting option for this.",23985,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090955,Ffotogallery,Grant to Ffotogallery (2010 ~ 2011),CF5 1QE,Annual Revenue,Supplementary Annual Revenue 2010-2011,17000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090955,Ffotogallery,Grant to Ffotogallery (2010 ~ 2011),CF5 1QE,Annual Revenue,Annual Revenue 2010-2011,148940,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100625,Ffotogallery,Grant to Ffotogallery (2010 ~ 2011),CF5 1QE,International Opportunity Fund,"For Ffotogallery, the national development agency for photography and lens based media in Wales to develop and undertake a collaborative project with SUUM Contemporary Art Academy in Korea, culminating in the presentation of Korean and Welsh photography in both Korea and Wales.

Dates: 02.2011 - 03.2012

www.ffotogallery.org

",2500,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100278,Ffotogallery,Grant to Ffotogallery (2010 ~ 2011),CF5 1QE,Organisations: Large,"A five-month project to deliver exhibitions, residencies, commissioning and an associated  education programme. The project focuses on collaborating with FAMU in the Czech Republic  and University of Newport with the aim of showing the work of Czech and Welsh artists in South Wales.",23860,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100106,Film 15 Productions Ltd,Grant to Film 15 Productions Ltd (2010 ~ 2011),SY19 7BE,Organisations: Training,The development of two new training initiatives in collaboration with It's My Shout (IMS) and the BBC. Up to 40 young people from the Ceredigion/ Powys/Gwynedd borders will undertake industry placements with IMS and the BBC in August 2010. The acting for film and film production training will culminate in the creation of a professional short film scheduled for broadcast on the BBC in November 2010.,2000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090958,Film Agency for Wales,Grant to Film Agency for Wales (2010 ~ 2011),CF10 5LH,Annual Revenue,Annual Revenue 2010-2011,168719,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100690,Film Agency for Wales,Grant to Film Agency for Wales (2010 ~ 2011),CF10 5LH,Organisations: Training,"A series of training courses for Film Agency staff, specifically identified to ensure optimum benefit for  Agency employees and the industry they serve.",4502,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff North,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100686,Fishguard Folk Club,Grant to Fishguard Folk Club (2010 ~ 2011),SA62 5NS,Organisations: Small,12th Annual Folk Festival to be held in Fishguard on 27-30 May 2011.,4545,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090890,Fishguard Music Festival,Grant to Fishguard Music Festival (2010 ~ 2011),SA65 9AW,Annual Revenue,Annual Revenue 2010-2011,6000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090890,Fishguard Music Festival,Grant to Fishguard Music Festival (2010 ~ 2011),SA65 9AW,Annual Revenue,Annual Revenue 2010-2011,10000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090890,Fishguard Music Festival,Grant to Fishguard Music Festival (2010 ~ 2011),SA65 9AW,Annual Revenue,Supplementary Annual Revenue 2010-2011,15000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20110046,Fishguard Music Festival,Grant to Fishguard Music Festival (2010 ~ 2011),SA65 9AW,Organisations: Large,A ten-day festival of music centered around the town of Fishguard in Pembrokeshire.,20000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100343,Flintshire County Council,Grant to Flintshire County Council (2010 ~ 2011),CH7 6NW,Organisations: Large,Film Blast provides an opportunity for community groups of all ages  to work with a resident professional filmmaker and specialist arts practitioners to produce their own original films to be screened at Flintshire Filmfest in June 2012.,16825,GBP,2010 ~ 2011,2011-03-31,North Wales\Delyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100564,Flintshire Visual Arts & Craft Network,Grant to Flintshire Visual Arts & Craft Network (2010 ~ 2011),CH7 6XF,Organisations: Small,"FVACN plan to hold two artist development days with artists David Hillhouse and Jenny Holland during 1st February - 31st March 2011. The workshops will allow members of FVACN and the wider public to further develop their artistic skills.  
",500,GBP,2010 ~ 2011,2011-03-31,North Wales\Delyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100169,Found Reality Theatre,Grant to Found Reality Theatre (2010 ~ 2011),CF11 9EH,Organisations: Small,"A research project to develop the methodology to create new choreography in collaboration with a visual artist and inspired by artworks within a gallery setting.

The research will be carried out through a series of mediated and documented workshops at Washington Gallery working with the core company.
",3000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100123,Frapetsus Productions,Grant to Frapetsus Productions (2010 ~ 2011),SA14 8BA,Organisations: Small,"Through Connection Failed, Frapetsus Productions aims to bring new Welsh writing to Welsh venues and provide opportunites for Welsh actors and technicians. The play will be performed at the Bute Theatre, Cardiff, The Dylan Thomas Centre and Venue 13, Edinburgh.",4000,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea East,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100805,Friends of Flintshire Youth Music,Grant to Friends of Flintshire Youth Music (2010 ~ 2011),CH7 6ND,Organisations: Small,"An application towards the North Wales Youth Orchestra week-long residential course, at Howells School in Denbigh, planned for the summer of 2011.  The project will culminate in a performance in the PJ Hall, Bangor and also at the William Aston Hall, Wrexham.    


",5000,GBP,2010 ~ 2011,2011-03-31,North Wales\Delyn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100084,Friends of the Classics,Grant to Friends of the Classics (2010 ~ 2011),SA70 8BZ,Organisations: Training,"A series of 7 workshops to train and develop skills both pianistic and vocal.  There will be a series of Masterclasses with international pianist Luminite Berariu from the Romanian State Opera, Bucharest plus an extended programme of dedicated weekend workshops.",1999,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Preseli Pembrokeshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090959,g39,Grant to g39 (2010 ~ 2011),CF243DT,Annual Revenue,Supplementary Annual Revenue 2010-2011,15000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090959,g39,Grant to g39 (2010 ~ 2011),CF243DT,Annual Revenue,Annual Revenue 2010-2011,24445,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20110068,g39,Grant to g39 (2010 ~ 2011),CF243DT,International Opportunity Fund,"Support for Cardiff based gallery g39 to hold an exhibition of video and site specific work, at Halle 14, part of the gallery complex, Spinnerai, in Leipzig, Germany.

Dates: 26.04.2011 - 03.05.2011

www.g39.org

",3000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100268,g39,Grant to g39 (2010 ~ 2011),CF243DT,Organisations: Large,During 2010-11 g39 will continue its core exhibition programme and the 'If.......' season of smaller exhibitions as well as two other special events to create a back-to-back programme throughout the year.,28652,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100269,g39,Grant to g39 (2010 ~ 2011),CF243DT,Organisations: Training,"Following two successful years of delivering the Wales Artist Resource Programme, g39 will continue the project offering professional development advicem, mentoring and training as well as an artist resource area for visual artists throughout Wales.",12960,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090908,Galeri Caernarfon Cyf,Grant to Galeri Caernarfon Cyf (2010 ~ 2011),LL55 1SQ,Annual Revenue,Supplementary Annual Revenue 2010-2011,60000,GBP,2010 ~ 2011,2011-03-31,North Wales\Arfon,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090908,Galeri Caernarfon Cyf,Grant to Galeri Caernarfon Cyf (2010 ~ 2011),LL55 1SQ,Annual Revenue,Annual Revenue 2010-2011,209996,GBP,2010 ~ 2011,2011-03-31,North Wales\Arfon,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090533,Galeri Caernarfon Cyf,Grant to Galeri Caernarfon Cyf (2010 ~ 2011),LL55 1SQ,Arts Outside Cardiff,"Tymhorau (Seasons) - European Union Chamber Orchestra (14 members, mainly strings) performing Vivaldi's Four Seasons at four venues across Wales during February 2011.  Linking with this will be a poetry residency by Mererid Hopwood and a new music commission for Gareth Glyn.",30000,GBP,2010 ~ 2011,2011-03-31,North Wales\Arfon,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100456,Galeri Caernarfon Cyf,Grant to Galeri Caernarfon Cyf (2010 ~ 2011),LL55 1SQ,Organisations: Large,"SBARC! Is a comprehensive arts project based at Galeri, Caernarfon providing arts opportunities for young people and others in the fields of performing, rock school, digital media, film / documentary making and offering a range of short courses.  The project runs for 12 months usually, however, this application takes into account an additional 3 months from January until the end of March 2012 in the hope that SBARC! will be incorporated into an annual revenue grant to Galeri from April 2011 onwards.",30000,GBP,2010 ~ 2011,2011-03-31,North Wales\Arfon,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100196,Give It A Name,Grant to Give It A Name (2010 ~ 2011),CF10 5GR,Organisations: Large,"This will be developed from a script written by Tony Wright and is the story of a young mixed race man trying to work out his place in the world, partly through his relationship to Ska music. The piece will be set in Cardiff in the 1980's and will be staged at The Rockin Chair Jamaican Cafe in Riverside. The company wish to restage Heart of Darkness in Cardiff city centre bar Ten Feet Tall, with Chapter as the presenting venue.",13743,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100756,Glasbury Arts,Grant to Glasbury Arts (2010 ~ 2011),HR3 5JD,Organisations: Small,"The Harp summer school aims to provide young people and adults with Harp workshops and masterclasses. Led by three nationally renowned Harpists;  Robin Huw-Bowen (Welsh Triple Harp), Harriet Earis  (Jazz Harp) and Katherine Thomas (Classical Harp). 

The summer school, held over two days, will enable experienced players and newcomers to experience high quality  harp instruction and playing, whilst also providing the local area with an opportunity to attend a concert at Theatr Brycheiniog.",4000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100496,Glyndwr University,Grant to Glyndwr University (2010 ~ 2011),LL11 2AW,Organisations: Large,"To support research, commissioning, training and support of creative practice in relation to the arts, new media and technology. Networking and collaboration will be central to a move towards the development of a 'Media City' at Glyndwr (Wrexham) and 'technical arena' at Technium Cast (Bangor), in conjunction with other separately funded projects including Bangor University's Pontio, Imagina and Inventorium and Glyndwr Wrexham's Creative Industries Centre.",13000,GBP,2010 ~ 2011,2011-03-31,North Wales\Wrexham,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100596,Glyndwr University,Grant to Glyndwr University (2010 ~ 2011),LL11 2AW,Organisations: Training,"A Creative Futures event organised by the Careers Service at Glyndwr University, Wrexham which offers the school of art students the opportunity to take part in career planning workshops lead by creative industries experts, in March 2011.",765,GBP,2010 ~ 2011,2011-03-31,North Wales\Wrexham,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090891,Glynn Vivian Art Gallery,Grant to Glynn Vivian Art Gallery (2010 ~ 2011),SA1 4PE,Annual Revenue,Supplementary Annual Revenue 2010-2011,20000,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090891,Glynn Vivian Art Gallery,Grant to Glynn Vivian Art Gallery (2010 ~ 2011),SA1 4PE,Annual Revenue,Annual Revenue 2010-2011,71135,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100225,Glynn Vivian Art Gallery,Grant to Glynn Vivian Art Gallery (2010 ~ 2011),SA1 4PE,Organisations: Large,To provide a programme of contemporary art from October 2010 to April 2011.,18850,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100380,Golygfa Gwydyr,Grant to Golygfa Gwydyr (2010 ~ 2011),LL26 0AG,Organisations: Small,"Golygfa Gwydr would like to work with Theatr Cynefin to create and produce an outdoor labyrinth performance dealing with social and environmental issues at the Caerdroia Labyrinth Venue in Llanrwst.  Between December and February 2011.  Using re-cycled or ecologically sound goods and materials, the aim is to create work that re-interprets memories, stories and characters relating to the Christmas experience.   
",5000,GBP,2010 ~ 2011,2011-03-31,North Wales\Dwyfor Meirionnydd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100307,Gorymdaith Genedlaethol Gwyl Dewi,Grant to Gorymdaith Genedlaethol Gwyl Dewi (2010 ~ 2011),CF11 6EZ,Organisations: Small,"Perormances by Bagad Cap Caval at the Muni theatre, Pontypridd, St. David's Day Parade, National History Museum, St, Fagans and workshops at a valleys high school.",5000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100517,Gower Folk Festival,Grant to Gower Folk Festival (2010 ~ 2011),SA4 3JQ,Organisations: Small,"The 18th festival of traditional music and dance based at the Gower Heritage Centre, Parkmill on 10 -12 June 2011.",3472,GBP,2010 ~ 2011,2011-03-31,South Wales West\Gower,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090892,Grand Theatre Swansea,Grant to Grand Theatre Swansea (2010 ~ 2011),SA1 3QJ,Annual Revenue,Annual Revenue 2010-2011,94996,GBP,2010 ~ 2011,2011-03-31,South Wales West\Swansea West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090565,Grass Roots Productions,Grant to Grass Roots Productions (2010 ~ 2011),CF41 7UP,Arts Outside Cardiff,"Barkin' - national tour of a new play by Frank Vickery, in partnership with RCT Theatres.",30000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Rhondda,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100231,Gregynog Festival,Grant to Gregynog Festival (2010 ~ 2011),SY16 3PW,Organisations: Large,"A high quality music festival held at the historical venue of Gregynog Hall, near Newtown, Powys; featuring international calibre artists of classical vocal, instrumental, chamber and choral music, new commissions by Eric Whitacre and John Metcalf and a programme of outreach activites.  The Festival will be held between 24 June and 3 July 2011.  They aim to continue to grow the audiences for classical music in Wales.",10000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090960,Gwent Theatre,Grant to Gwent Theatre (2010 ~ 2011),NP7 5UD,Annual Revenue,Supplementary Annual Revenue 2010-2011,10000,GBP,2010 ~ 2011,2011-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090960,Gwent Theatre,Grant to Gwent Theatre (2010 ~ 2011),NP7 5UD,Annual Revenue,Annual Revenue 2010-2011,255113,GBP,2010 ~ 2011,2011-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100663,Gwent Theatre,Grant to Gwent Theatre (2010 ~ 2011),NP7 5UD,Organisations: Large,"Members of Gwent Young People's Theatre will devise and produce a new, experimental piece of drama alongside acclaimed playwright Charles Way and Gwent Theatre's artistic team. The finished play will be performed in Abergavenny, Blaenau Gwent and Newport.",30000,GBP,2010 ~ 2011,2011-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100716,Gwent Theatre,Grant to Gwent Theatre (2010 ~ 2011),NP7 5UD,yyTransition Funding,Transition Funding,20000,GBP,2010 ~ 2011,2011-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100774,Gwyl Beaumaris Festival,Grant to Gwyl Beaumaris Festival (2010 ~ 2011),LL58 8DS,Organisations: Small,"Beaumaris Arts Festival aim to provide a high calibre week-long music and arts festival during 27th May - 7th June 2011. Possible artists will include Llyr Williams, 4grils4harps, Halsey String Quarter, Chris Barber and his Band, the Welsh Chamber Orchestra and the Monteverdi Singers.  There will also be a young artists section, Festival talks and visual arts exhibition.",4480,GBP,2010 ~ 2011,2011-03-31,North Wales\Ynys Môn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100096,Gwyl Gelfyddydau Caergybi,Grant to Gwyl Gelfyddydau Caergybi (2010 ~ 2011),LL65 1NF,Organisations: Small,"The Holyhead Arts Festival 2010's line-up will consist of Y Glerorfa, Gwilym Simcock, Charlies Barber's Afrodisiac, as well as introducing Tarang, an eight piece ensemble combining north and southern traditional Indian music, and Voskresenije, and Eastern European choir.  The second part of the application will consist of the re-juvenation of the Festival Choir by providing professionally led master-classes (18 in all) by the leading voice coach marian Bryfdir.  The Festival is held in July 2010.",3000,GBP,2010 ~ 2011,2011-03-31,North Wales\Ynys Môn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100061,Gwyl Ifan,Grant to Gwyl Ifan (2010 ~ 2011),CF10 4DB,Organisations: Small,"An annual mid-summer celebration of Welsh traditional folk dance in Cardiff city centre, Cardiff Castle and Cardiff Bay, including displays, workshops and twmpath. The event will also include a visiting dance group from mainland Europe.",1000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100722,Gwyl Ifan,Grant to Gwyl Ifan (2010 ~ 2011),CF10 4DB,Organisations: Small,"An annual mid-summer celebration of Welsh traditional folk dance in Cardiff city centre, Cardiff Castle and Cardiff Bay, including displays, workshops and twmpath. The event will also include visiting dance groups from mainland Europe.",1000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090893,Hafren,Grant to Hafren (2010 ~ 2011),SY16 4HU,Annual Revenue,Annual Revenue 2010-2011,106680,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100080,Harmonium Theatre Productions,Grant to Harmonium Theatre Productions (2010 ~ 2011),CF5 1FA,Organisations: Small,"Dr Freud's Cabaret' is a theatre piece that aims to explore the history of 'the talking cure', or psychotherapy, through a multi-media performance. The Welsh psychoanalyst and Freud biographer, Ernest Jones, will feature in the piece, as will a variety of texts, case histories, anecdotes and music. A string quartet will be included.

",3000,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20090555,Harnisch-Lacey Dance Theatre,Grant to Harnisch-Lacey Dance Theatre (2010 ~ 2011),CF23 5NQ,Arts Outside Cardiff,"The creation of two new pieces in urban dance theatre style which will premiere at the Riverfront and tour throughout February 2011 as a full-evening's work to the Muni, Pontypridd; the Gate, Cardiff; Aberystwyth Arts Centre; Taliesin, Swansea and Galeri, Caernarfon.",28950,GBP,2010 ~ 2011,2011-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20100249,Haul,Grant to Haul (2010 ~ 2011),SY23 3DE,Organisations: Large,Expansion and delivery of a programme of Arts in Health activities in North Ceredigion in partnership with Hywel Dda NHS Trust.,10000,GBP,2010 ~ 2011,2011-03-31,Mid & West Wales\Ceredigion,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
