Financial Year,URN,Identifier,Recipient Org:Name,Title,Amount Awarded,Award Date,Currency,Grant Programme:Title,Main_Sport,Region,Local_Authority,Parliamentary_Constituency,Organisation Type,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
2012/2013,2013004438,360G-ACW-2013004438,Stevenage Leisure Ltd,Full NBS x3,2550,2013-03-15,GBP,Core GIA,Sport Participation and Capacity Building,East of England,North Hertfordshire,North East Hertfordshire,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2012/2013,2013004589,360G-ACW-2013004589,British Cycling,Consumables Purchase 2013,200000,2013-03-20,GBP,National Programme,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2012/2013,2013004639,360G-ACW-2013004639,British Fencing Association,Data Management Systems Development 2013,11695,2013-03-19,GBP,National Programme,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2012/2013,2013004641,360G-ACW-2013004641,England Squash & Racketball,Market Intelligence Research Work 2013,4290,2013-03-19,GBP,National Programme,Squash,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2012/2013,2013004879,360G-ACW-2013004879,British Judo Association,Transitional Funding 2013,186427,2013-03-25,GBP,Whole Sport Plan,Judo,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2012/2013,2013005074,360G-ACW-2013005074,Active Luton,NBS Effectiveness reports for 3 sites,8000,2013-03-21,GBP,Core GIA,Swimming & Diving,East of England,Luton,Luton South,"Formally constituted club, association or trust",GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,20050753,360G-ACW-20050753,Sport and Recreation Alliance,Core funding 2005 onwards,757000,2013-05-08,GBP,Funded Partners,Sports Development,London,Westminster,Cities of London and Westminster,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,20050753,360G-ACW-20050753,Sport and Recreation Alliance,Core funding 2005 onwards,378500,2013-10-08,GBP,Funded Partners,Sports Development,London,Westminster,Cities of London and Westminster,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,20050753,360G-ACW-20050753,Sport and Recreation Alliance,Core funding 2005-13,328500,2014-01-23,GBP,Funded Partners,Sports Development,London,Westminster,Cities of London and Westminster,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2009112958,360G-ACW-2009112958,British Universities & Colleges Sport,Sport Development Capacity,155928,2013-06-25,GBP,Funded Partners,Multi Sports,London,Southwark,Bermondsey and Old Southwark,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001327,360G-ACW-2011001327,Suffolk Coastal District Council,Suffolk Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,Suffolk Coastal,Suffolk Coastal,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001330,360G-ACW-2011001330,Active Luton (Trust),Team Beds & Luton CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,Luton,Luton South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001332,360G-ACW-2011001332,Living Sport,Living Sport - CSP Funding 2011/2015,13000,2013-09-05,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,Huntingdonshire,North West Cambridgeshire,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001334,360G-ACW-2011001334,Norfolk County Council,Active Norfolk CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,South Norfolk,South Norfolk,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001336,360G-ACW-2011001336,Essex County Council,Sport Essex CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,Chelmsford,Chelmsford,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001338,360G-ACW-2011001338,University of Hertfordshire,Herts Sport Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East of England,Welwyn Hatfield,Welwyn Hatfield,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001340,360G-ACW-2011001340,Leicestershire County Council,Leicester-Shire & Rutland Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East Midlands,Charnwood,Loughborough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001342,360G-ACW-2011001342,Lincolnshire Sports Partnership,Lincolnshire Sports Partnership CSP Funding 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East Midlands,Lincoln,Lincoln,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001344,360G-ACW-2011001344,Northamptonshire County Council,Northamptonshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East Midlands,Northampton,South Northamptonshire,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001346,360G-ACW-2011001346,Derbyshire County Council,Derbyshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East Midlands,Amber Valley,Amber Valley,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001348,360G-ACW-2011001348,Nottingham Trent University,Sport Nottinghamshire CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,East Midlands,Nottingham,Nottingham South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001350,360G-ACW-2011001350,London Borough of Croydon,Pro-Active South London CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,London,Croydon,Croydon Central,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001354,360G-ACW-2011001354,University of East London,Pro-Active East London CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,London,Newham,West Ham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001356,360G-ACW-2011001356,Middlesex University,Pro-Active North London CSP Funding 2011/2015,13000,2013-09-05,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,London,Barnet,Hendon,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001359,360G-ACW-2011001359,Brunel University,Pro-Active West London CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,London,Hillingdon,Uxbridge and South Ruislip,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001361,360G-ACW-2011001361,London South Bank University,Pro-Active Central London CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,London,Southwark,Bermondsey and Old Southwark,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001365,360G-ACW-2011001365,Durham County Council,County Durham Sport CSP Funding 2011/2015,13000,2013-08-28,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North East,County Durham,City of Durham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001367,360G-ACW-2011001367,Teesside University,CSP Funding 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North East,Middlesbrough,Middlesbrough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001370,360G-ACW-2011001370,Northumberland County Council,Northumberland Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North East,Northumberland,Blyth Valley,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001373,360G-ACW-2011001373,Tyne & Wear Sport,Tyne & Wear Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North East,Sunderland,Washington and Sunderland West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001376,360G-ACW-2011001376,Sport Cheshire,Cheshire & Warrington Sports Partnership CSP Funding 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North West,Cheshire West and Chester,Weaver Vale,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001378,360G-ACW-2011001378,Cumbria County Council,Active Cumbria CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North West,Carlisle,Carlisle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001380,360G-ACW-2011001380,Lancashire Sport Partnership Limited,Lancashire Sport Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North West,Blackburn with Darwen,Blackburn,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001382,360G-ACW-2011001382,GreaterSport,GreaterSport CSP Funding 2011/2015,13000,2013-09-09,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North West,Manchester,"Manchester, Gorton",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001385,360G-ACW-2011001385,Liverpool City Council,Merseyside Sport Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,North West,Liverpool,Garston and Halewood,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001387,360G-ACW-2011001387,Hampshire County Council,Sport Hampshire & IOW CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Winchester,Winchester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001390,360G-ACW-2011001390,KENT COUNTY COUNCIL,Kent Sport Leisure & Olympics CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Tonbridge and Malling,Tonbridge and Malling,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001393,360G-ACW-2011001393,Oxford City Council,Oxfordshire Sports Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Oxford,Oxford East,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001395,360G-ACW-2011001395,Aylesbury Vale District Council,Bucks & Milton Keynes Sports Partnership CSP Funding 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Aylesbury Vale,Aylesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001399,360G-ACW-2011001399,Sussex County Sports Partnership Trust,Active Sussex CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Brighton and Hove,"Brighton, Kemptown",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001403,360G-ACW-2011001403,Berkshire CSP Ltd,Berkshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Reading,Reading West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001407,360G-ACW-2011001407,Surrey County Council,Active Surrey CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South East,Woking,Woking,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001409,360G-ACW-2011001409,Wiltshire and Swindon Sport CIC,Wiltshire & Swindon Activity & Sports P'ship CSP 11/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Wiltshire,Devizes,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001411,360G-ACW-2011001411,Somerset Activity and Sports Partnership,Somerset Activity & Sports Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Taunton Deane,Taunton Deane,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001413,360G-ACW-2011001413,West of England Sport Trust,Wesport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,South Gloucestershire,Filton and Bradley Stoke,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001415,360G-ACW-2011001415,Active Dorset CIC,Active Dorset CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Poole,Bournemouth West,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001417,360G-ACW-2011001417,Devon County Council,Active Devon CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Exeter,Exeter,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001420,360G-ACW-2011001420,Active Gloucestershire,Active Gloucestershire CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Gloucester,Tewkesbury,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001422,360G-ACW-2011001422,Cornwall County Council,Cornwall Sports Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,South West,Cornwall,Truro and Falmouth,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001424,360G-ACW-2011001424,Worcester City Council,Sports P'ship Hereford & Worcester CSP Funding 2011/2015,13000,2013-09-09,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Worcester,Worcester,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001426,360G-ACW-2011001426,Coventry City Council,"Coventry, Solihull & Warwickshire Sport CSP Funding 2011/15",13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Coventry,Coventry South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001428,360G-ACW-2011001428,Energize Shropshire Telford and Wrekin,Energize Shropshire Telford & Wrekin CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Shropshire,Shrewsbury and Atcham,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001430,360G-ACW-2011001430,Birmingham City Council,CSP Funding 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Birmingham,"Birmingham, Ladywood",County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001433,360G-ACW-2011001433,Black Country Consortium Ltd,Black Country Be Active P'ship CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Dudley,Dudley South,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001435,360G-ACW-2011001435,Stafford Borough Council,Sport Across Staffordshire & Stoke On Trent CSP Fdg 2011/15,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,West Midlands,Stafford,Stafford,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001437,360G-ACW-2011001437,West Yorkshire Sport,West Yorkshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,Yorkshire and The Humber,Kirklees,Huddersfield,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001440,360G-ACW-2011001440,Goodwin Development Trust Ltd,Humber Sports Partnership CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,Yorkshire and The Humber,"Kingston upon Hull, City of",Kingston upon Hull West and Hessle,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001443,360G-ACW-2011001443,West Yorkshire Sport,South Yorkshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,Yorkshire and The Humber,Sheffield,Sheffield South East,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011001445,360G-ACW-2011001445,Harrogate Borough Council,North Yorkshire Sport CSP Funding 2011/2015,13000,2013-08-15,GBP,CSP Funding 2011/2015,Sport Participation and Capacity Building,Yorkshire and The Humber,Harrogate,Harrogate and Knaresborough,County Sports Partnership,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011003271,360G-ACW-2011003271,ASA,Energy Efficiency in Swimming Pools,12604,2014-03-28,GBP,National Programme,Swimming & Diving,East Midlands,Charnwood,Loughborough,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011012560,360G-ACW-2011012560,Ecorys UK Limited,School Games Organiser Awards,4464000,2013-04-03,GBP,School Games,Multi Sports,London,Islington,Islington South and Finsbury,Private sector company or business,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2011012560,360G-ACW-2011012560,Ecorys UK Limited,School Games Organiser Awards,6210000,2013-08-20,GBP,School Games,Multi Sports,London,Islington,Islington South and Finsbury,Private sector company or business,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009295,360G-ACW-2012009295,Angling Trust,NGB Funding 2013-17,326077,2013-04-09,GBP,NGB Funding 2013-17,Angling,West Midlands,"Herefordshire, County of",North Herefordshire,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009296,360G-ACW-2012009296,Archery GB,NGB Funding 2013-17,264850,2013-04-18,GBP,NGB Funding 2013-17,Archery,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009297,360G-ACW-2012009297,UK Athletics,NGB Funding 2013-17,929187,2013-04-09,GBP,NGB Funding 2013-17,Athletics,West Midlands,Birmingham,"Birmingham, Perry Barr",National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009298,360G-ACW-2012009298,BADMINTON England,NGB Funding 2013-17,2002020,2013-04-12,GBP,NGB Funding 2013-17,Badminton,South East,Milton Keynes,Milton Keynes South,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009299,360G-ACW-2012009299,BaseballSoftballUK,NGB Funding 2013-17,600191,2013-04-09,GBP,NGB Funding 2013-17,Baseball / Softball,London,Camden,Holborn and St Pancras,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009300,360G-ACW-2012009300,England Basketball,NGB Funding 2013-17,313000,2013-04-30,GBP,NGB Funding 2013-17,Basketball,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009301,360G-ACW-2012009301,Boccia England,NGB Funding 2013-17,170272,2013-04-09,GBP,NGB Funding 2013-17,Boccia,East Midlands,Nottingham,Nottingham South,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009302,360G-ACW-2012009302,Bowls Development Alliance,NGB Funding 2013-17,277158,2013-04-09,GBP,NGB Funding 2013-17,Bowls,East Midlands,Melton,Rutland and Melton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009302,360G-ACW-2012009302,Bowls Development Alliance,NGB Funding 2013-17,5233,2013-10-11,GBP,NGB Funding 2013-17,Bowls,East Midlands,Melton,Rutland and Melton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009303,360G-ACW-2012009303,AMATEUR BOXING ASSOCIATION OF ENGLAND,NGB Funding 2013-17,621239,2013-08-05,GBP,NGB Funding 2013-17,Boxing,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009304,360G-ACW-2012009304,British Canoe Union,NGB Funding 2013-17,1093934,2013-04-12,GBP,NGB Funding 2013-17,Canoeing,East Midlands,Rushcliffe,Newark,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009304,360G-ACW-2012009304,British Canoe Union,NGB Funding 2013-17,35398,2013-10-11,GBP,NGB Funding 2013-17,Canoeing,East Midlands,Rushcliffe,Newark,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009305,360G-ACW-2012009305,England and Wales Cricket Board,NGB Funding 2013-17,324999,2013-07-23,GBP,NGB Funding 2013-17,Cricket,London,Westminster,Westminster North,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009306,360G-ACW-2012009306,British Cycling,NGB Funding 2013-17,2976280,2013-04-09,GBP,NGB Funding 2013-17,Cycling,North West,Manchester,Manchester Central,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009307,360G-ACW-2012009307,British Equestrian Federation,NGB Funding 2013-17,923340,2013-04-09,GBP,NGB Funding 2013-17,Equestrian,West Midlands,Warwick,Kenilworth and Southam,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009308,360G-ACW-2012009308,British Fencing Association,NGB Funding 2013-17,227918,2013-04-12,GBP,NGB Funding 2013-17,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009308,360G-ACW-2012009308,British Fencing Association,NGB Funding 2013-17,30000,2014-02-17,GBP,NGB Funding 2013-17,Fencing,London,Ealing,Ealing Central and Acton,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009309,360G-ACW-2012009309,The Football Association,NGB Funding 2013-17,1000000,2013-04-30,GBP,NGB Funding 2013-17,Association Football,London,Westminster,Cities of London and Westminster,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009310,360G-ACW-2012009310,Goalball UK,NGB Funding 2013-17,192000,2013-04-09,GBP,NGB Funding 2013-17,Goalball,Yorkshire and The Humber,Sheffield,Sheffield South East,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009311,360G-ACW-2012009311,England Golf Partnership,NGB Funding 2013-17,170000,2013-04-09,GBP,NGB Funding 2013-17,Golf,London,Greenwich,Greenwich and Woolwich,Other,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009312,360G-ACW-2012009312,British Gymnastics,NGB Funding 2013-17,2319902,2013-04-09,GBP,NGB Funding 2013-17,Gymnastics,West Midlands,Shropshire,The Wrekin,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009313,360G-ACW-2012009313,England Handball,NGB Funding 2013-17,214345,2013-04-09,GBP,NGB Funding 2013-17,Handball,North West,Warrington,Warrington South,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009314,360G-ACW-2012009314,England Hockey,NGB Funding 2013-17,1420420,2013-04-12,GBP,NGB Funding 2013-17,Hockey,South East,Windsor and Maidenhead,Maidenhead,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
2013/2014,2012009314,360G-ACW-2012009314,England Hockey,NGB Funding 2013-17,25260,2013-08-05,GBP,NGB Funding 2013-17,Hockey,South East,Windsor and Maidenhead,Maidenhead,National Governing Body,GB-COH-RC000766,Sport England,http://www.sportengland.org/funding/investments-weve-made/,2015-06-11
